guten_bid,good_bid,title,author
45156,23940872,Sinopah the Indian Boy,James Willard Schultz
45174,1871336,Dorothy Dixon Wins Her Wings,Dorothy Wayne
45262,34433425,The Bungalow Boys in the Great Northwest,Dexter J. Forrester
45264,3005503,The Tale of Two Bad Mice,Beatrix Potter
45265,682788,The Story of A Fierce Bad Rabbit,Beatrix Potter
45277,25330568,Studies in Folk-Song and Popular Poetry,Alfred M. Williams
45278,10233398,Goody Two-Shoes,Anonymous
45301,14458404,Mother Goose for Grown Folks,A.D.T. Whitney
45315,781419,The Marriage of Heaven and Hell,William Blake
45449,7592382,Abraham Lincoln; The Practical Mystic,Francis Grierson
45489,22707439,Stories of Old Greece and Rome,Emilie Kip Baker
45490,23263442,Stand By : The Story of a Boy's Achievement in Radio,Hugh McAlister
45502,776583,How the Other Half Lives: Studies Among the Tenements of New York,Jacob A. Riis
45522,29548580,The Gospel of Slavery: A Primer of Freedom,Abel Charles Thomas
45524,179073,The Open Boat and Other Stories,Stephen Crane
45577,22244778,Betty's Happy Year,Carolyn Wells
45636,918118,Stolen Idols,E. Phillips Oppenheim
45663,6283877,Nan of the Gypsies,Grace May North
45712,25317393,A leisurely tour in England,James John Hissey
45723,34672116,Myths and Legends of Japan,F. Hadland Davis
45755,26136948,The Burning Secret,Stefan Zweig
45862,23324385,Through Arctic Lapland,Charles John Cutcliffe Wright Hyne
45872,22379228,"Pretty Geraldine, the New York Salesgirl, or, Wedded to Her Choice",Mrs. Alex. McVeigh Miller
45895,797387,The Road into the Open,Arthur Schnitzler
45912,9374547,The Vanishing of Betty Varian,Carolyn Wells
45951,22696847,Monk,Julian Stafford Corbett
45964,7971427,Day and Night Stories,Algernon Blackwood
45972,10044754,"Italian Alps - Sketches in the Mountains of Ticino, Lombardy, the Trentino, and Venetia",Douglas Freshfield
45976,27164751,My country,"Marie, Queen, consort of Ferdinand I, King of Romania"
45993,29653087,"Bohemia Under Hapsburg Misrule; A Study of the Ideals and Aspirations of the Bohemian and Slovak Peoples, as They Relate to and Are Affected by the Great European War",Thomas Capek
46008,23236631,The Room with the Tassels,Carolyn Wells
46034,21334726,Gibraltar,Henry M. Field
46038,2364074,Shinto: The Way of the Gods,William George Aston
46064,18005896,Deep Lake Mystery,Carolyn Wells
46084,29644823,The secret life; being the book of a heretic,Elizabeth Bisland
46124,13449619,The Copperhead,Harold Frederic
46173,9119079,Tourmalin's Time Cheques,F. Anstey
46209,26897803,Concord Days,Amos Bronson Alcott
46217,21952306,The Romantic Lady,Michael Arlen
46269,30755996,Mark Tidd in Business,Clarence B. Kelland
46288,22727709,Stories from northern myths,Emilie Kip Baker
46333,1413510,The Social Contract and Discourses,Jean-Jacques Rousseau
46346,478688,The History of Miss Betsy Thoughtless,Eliza Haywood
46363,22728631,Her Dark Inheritance,Mrs. E. Burke Collins
46398,7620788,The Manchester Rebels of the Fatal '45,William Harrison Ainsworth
46405,12080766,Basil Everman,Elsie Singmaster
46420,31756667,Married Life: A Comedy in Three Acts,John Baldwin Buckstone
46423,10608888,A Contribution to the Critique of Political Economy,Karl Marx
46435,7877257,Practical Instruction for Detectives; A Complete Course in Secret Service Study,Emmerson Wain Manning
46455,2201175,Life on a Mediaeval Barony: A Picture of a Typical Feudal Community in the Thirteenth Century,William Stearns Davis
46497,2181002,"The Legend Of Sir Lancelot Du Lac; Studies Upon Its Origin, Development, And Position In The Arthurian Romantic Cycle",Jessie Laidlay Weston
46558,2452465,The Demi-gods,James Stephens
46581,2556172,The Mystery of Choice,Robert W. Chambers
46674,13419419,Stover at Yale,Owen Johnson
46709,5391184,Memoirs of Joseph Grimaldi,Charles Dickens
46730,8149704,Naval Occasions and Some Traits of the Sailor-man,Bartimeus
46759,1695919,"Philosophic Nights in Paris,: Being Selections from Promenades Philosophiques",Remy de Gourmont
46761,4362060,The Wheat Princess,Jean Webster
46766,33268199,A Night in the Luxembourg,Remy de Gourmont
46774,23166539,The Mission of Poubalov,Frederick R. Burton
46787,19278871,Grapes of wrath,Boyd Cable
46836,14380911,Mechanical Devices in the Home,Edith Louise Allen
46866,753035,The Adventures of Peter Cottontail,Thornton W. Burgess
46869,2792439,"The Royal Institution, Its Founder And Its First Professors",Henry Bence Jones
46901,27650353,Giordano Bruno,J. Lewis McIntyre
46915,1244989,A Treatise on Painting,Leonardo da Vinci
46921,24240115,The Thoughts of Blaise Pascal,Blaise Pascal
46933,3343688,The Librarian at Play,Edmund Lester Pearson
46950,2975298,The Adventures of Bob White,Thornton W. Burgess
46951,1607224,The Adventures of Bobby Coon,Thornton W. Burgess
46952,473059,The Adventures of Old Man Coyote,Thornton W. Burgess
46958,23166635,Little Nobody,Mrs. Alex. McVeigh Miller
46978,2651886,Dig Here!,Gladys  Allen
47000,6942959,"Marriage, As It Was, As It Is, And As It Should Be: A Plea For Reform",Annie Besant
47013,3111759,The Book Lover: A Guide to the Best Reading,James  Baldwin
47015,4034176,Mars And Its Canals,Percival Lowell
47151,901382,Diaries of Court Ladies of Old Japan,Murasaki Shikibu
47166,13447252,John Dough and the Cherub,L. Frank Baum
47197,9664879,Sebastopol,Leo Tolstoy
47204,19435023,The Supernatural in Modern English Fiction,Dorothy Scarborough
47244,17571289,Woman Under Socialism,August Bebel
47246,15287473,A Deal with the Devil,Eden Phillpotts
47429,6555344,Windfalls,Alpha of the Plough
47430,24310724,"Fanny Campbell, The Female Pirate Captain: A Tale of The Revolution",Maturin Murray Ballou
47470,816767,Mrs Craddock,W. Somerset Maugham
47506,13143282,The Coming of the Fairies,Arthur Conan Doyle
47525,574113,Aunt Crete's Emancipation,Grace Livingston Hill
47554,6013500,Gypsies of the Air,Bess Moyer
47575,2982050,The Story of a Country Town,E.W. Howe
47613,18040430,The Mystery Hunters at the Haunted Lodge,Capwell Wyckoff
47640,19530284,The Woman Gives; A Story of Regeneration,Owen Johnson
47671,2086207,The Heart of Ancient Wood,Charles G.D. Roberts
47705,8113095,A Sister of the Red Cross: A Tale of the South African War,L.T. Meade
47725,4346699,"Minnesota, The North Star State",William W. Folwell
47738,33796283,"Captain Ravenshaw, Or, the Maid of Cheapside: A Romance of Elizabethan London",Robert Neilson Stephens
47859,24377477,Petrarch's letters to classical authors,Francesco Petrarca
47935,10227942,Fathers & Sons,Ivan Turgenev
48057,15373361,Ten Tudor Statesmen,Arthur Donald Innes
48108,1082331,Insurgent Mexico,John   Reed
48128,7692677,The Affable Stranger,Peter McArthur
48146,25446527,On Adventure Island,Bess Moyer
48220,10147946,The Influence of Buddhism on Primitive Christianity,Arthur Lillie
48228,13546161,Averil,Rosa Nouchette Carey
48296,25350352,"Linnet, A Romance",Grant Allen
48362,31574444,The Western Front Drawings by Muirhead Bone,Muirhead Bone
48403,5997201,"The Kingdom of Georgia - Notes of Travel in a Land of Women, Wine and Song",Oliver Wardrop
48470,4903317,The Story of Joan of Arc,Andrew Lang
48475,21517881,On the Stage--And Off - The Brief Career of a Would-Be-Actor,Jerome K. Jerome
48510,25854103,Thirteen Stories,R.B. Cunninghame Graham
48513,28343029,His Master's Voice,Randall Garrett
48565,25045552,Making Life Worth While,Douglas Fairbanks
48592,25242858,The Square Jaw,Henry Ruffin
48612,10105969,Psychological Warfare,Paul M.A. Linebarger
48614,26544784,Women's Suffrage: A Short History of a Great Movement,Millicent Garrett Fawcett
48626,23119562,Mollie's Substitute Husband,Max McConn
48666,13822049,The Sepoy,Edmund Candler
48771,11109646,Roman Legends: A Collection of the Fables and Folk-Lore of Rome,Rachel Harriette Busk
48788,18274084,On a Chinese Screen,W. Somerset Maugham
48813,9947646,The Black Diamond,Francis Brett Young
48818,7519040,Marianela,Benito Perez Galdos
48824,25432162,"Countess Vera; or, The oath of vengeance",Mrs. Alex. McVeigh Miller
48833,27253734,The Women's Victory and After: Personal Reminiscences 1911-1918,Millicent Garrett Fawcett
48875,25752571,The Ancient Egyptian Doctrine of the Immortality of the Soul,Alfred Wiedemann
48912,17346322,The Little Demon,Fyodor Sologub
48972,781433,"Boots and Saddles: Or, Life in Dakota with General Custer",Elizabeth B. Custer
48996,13520264,India and Tibet,Francis Younghusband
48998,6169987,In the Village of Viger,Duncan Campbell Scott
49018,491436,The Witness of the Stars,Ethelbert William Bullinger
49111,25579125,"Laurel Vane; or, The Girls' Conspiracy",Mrs. Alex. McVeigh Miller
49131,17287846,Wings Over England,Roy J. Snell
49166,7551084,Indian Currency and Finance,John Maynard Keynes
49190,9916665,"Dave Dashaway The Young Aviator or, in the Clouds for Fame and Fortune",Roy Rockwood
49197,26034691,Motor Matt's Submarine or The Strange Cruise of the Grampus,Stanley R. Matthews
49222,27985664,"John Silence, Physician Extraordinary",Algernon Blackwood
49261,13479262,Diary of a Suicide,Wallace E. Baker
49316,624823,The Philosophy of Friedrich Nietzsche,H.L. Mencken
49345,18896823,A History of Sumer and Akkad,Leonard W. King
49372,26120238,Ninety-Three,Victor Hugo
49468,11022951,Arabella Stuart: A Romance From English History,George Payne Rainsford James
49471,27100675,The Stories Polly Pepper Told: To the Five Little Peppers in the Little the House,Margaret Sidney
49493,30238780,Leda,Aldous Huxley
49531,24446649,A Man Obsessed,Alan E. Nourse
49540,26577175,Days to Remember: The British Empire in the Great War,John Buchan
49547,26011669,Twenty Years of Spoof and Bluff,Arthur Philps
49624,13558754,Ballad of the Lost Hare,Margaret Sidney
49638,26056170,Frank Reade and His Steam Horse,Harry Enton
49658,13579240,Writ in Barracks,Edgar Wallace
49694,26855726,The Duke in the Suburbs,Edgar Wallace
49731,19140399,Tamawaca Folks - A Summer Comedy,John Estes Cooke
49782,7925003,The Czar: A Tale of the Time of the First Napoleon,Deborah Alcock
49918,8568848,The Land of Promise: A Comedy in Four Acts,W. Somerset Maugham
49924,13791642,The ELM-Tree on the Mall,Anatole France
49931,570641,A Bullet for Cinderella,John D. MacDonald
50011,47151,"Myths and Folk Tales of the Russians, Western Slavs, and Magyars",Jeremiah Curtin
50022,1220489,The Wailing Asteroid,Murray Leinster
50026,25168584,"Haifa; or, Life in modern Palestine",Laurence Oliphant
50063,31330662,People Minus X,Raymond Z. Gallun
50090,28593726,The Red Lady,Katharine Newlin Burt
50103,28445641,The Dwindling Years,Lester del Rey
50150,833161,The Devil is an Ass,Ben Jonson
50193,27214658,The Messenger of the Black Prince,Thomas A. H. Mawhinney
50209,22014997,The Mystery of the Sycamore,Carolyn Wells
50235,1057177,Rousseau And Romanticism,Irving Babbitt
50273,14468170,The Adventures of M. D'Haricot,J. Storer Clouston
50290,3782267,Space Station 1,Frank Belknap Long
50350,3014626,"History, Manners, And Customs Of The Indian Nations Who Once Inhabited Pennsylvania And The Neighboring States",John Heckewelder
50352,21986944,Spanish Papers,Washington Irving
50361,27864322,Wet Magic,E. Nesbit
50368,27454151,King Solomon's Goat,Willard Bartlett
50406,23590866,Operation Interstellar,George O. Smith
50441,6839605,Master of Life and Death,Robert Silverberg
50449,24449107,Recruit for Andromeda,Milton Lesser
50471,2617926,Two Little Pilgrims' Progress: A Story of the City Beautiful,Frances Hodgson Burnett
50489,28077806,Poems in Prose,Charles Baudelaire
50500,13454534,The Deserted Village,Oliver Goldsmith
50556,5929,The Jews,Hilaire Belloc
50560,1738465,A Century of Dishonor: A Sketch of the United States Government’s Dealings with some of the Indian Tribes,Helen Hunt Jackson
50566,28427256,Falcons of Narabedla,Marion Zimmer Bradley
50571,9960321,The Green Odyssey,Philip Jose Farmer
50586,19245342,Billy Sunday The Man and His Message,William T. Elllis
50598,904372,The Dark Frigate,Charles Boardman Hawes
50609,2891813,Fifteen Years Among the Top-Knots: Or Life in Korea,Lillias H. Underwood
50712,31930744,Will Shakespeare: An Invention in Four Acts,Clemence Dane
50751,27847690,The Teacup Club,Eliza Armstrong
50783,6001433,The Alien,Raymond F. Jones
50810,816074,Patience Worth a Psychic Mystery,Casper S. Yost
50895,5087012,The Rat-Pit,Patrick MacGill
50906,10212830,Savrola: A Tale of the Revolution in Laurania,Winston S. Churchill
50948,15837891,Of All Possible Worlds,William Tenn
50980,29061383,The Freelancer,Robert Zacks
50999,29519419,Med Ship Man,Murray Leinster
51002,14201042,"Korean Folk Tales: Imps, Ghosts and Fairies",Im Bang
51030,23446621,Secret Service Under Pitt,William John Fitzpatrick
51040,29061363,Cuban Folk-Lore,L. Roy Terwilliger
51054,3093819,The Wolf-Leader,Alexandre Dumas
51082,29859323,Coming Attraction,Fritz Leiber
51122,35123692,The Men in the Walls,William Tenn
51171,18902372,A Little Journey,Ray Bradbury
51193,29326084,Pictures Don't Lie,Katherine Anne MacLean
51211,7768242,A Rebel's Recollection,George Eggleston
51233,18894336,The Marching Morons,C.M. Kornbluth
51234,29613608,Zeritsky's Law,Ann Griffith
51235,9445961,"Robert Helmont, Diary of a Recluse, 1870-1871",Alphonse Daudet
51247,33916583,Dead End,Wallace MacFarlane
51258,35896849,A Bad Day for Vermin,Keith Laumer
51299,20552474,Ibrahim Pasha: Grand Vizir of Suleiman the Magnificent,Hester Donaldson Jenkins
51361,29753864,Birds of a Feather,Robert Silverberg
51379,30084372,The Music Master of Babylon,Edgar Pangborn
51383,7954337,Cawnpore,George Otto Trevelyan
51391,13638148,Famous Imposters,Bram Stoker
51397,33810430,People Soup,Alan Arkin
51436,29543159,Bullet With His Name,Fritz Leiber
51437,10595371,Boy of My Heart,Marie Leighton
51461,29739245,A Pail of Air,Fritz Leiber
51493,30086947,Kreativity for Kats,Fritz Leiber
51530,12122757,The Last Letter,Fritz Leiber
51549,30306910,The Big Engine,Fritz Leiber
51574,35529351,The Stuff,Henry Slesar
51644,1394443,The Vicissitudes of Evangeline,Elinor Glyn
51651,9466904,Conditionally Human,Walter M. Miller Jr.
51665,24286160,Tippoo Sultaun: A Tale of the Mysore War,Philip Meadows Taylor
51678,2088512,Unique Ghost Towns and Mountain Spots,Caroline Bancroft
51712,1549260,A Trace of Memory,Keith Laumer
51714,26293438,The Great Experience,Julia Farr
51762,26930605,Manx Fairy Tales,Sophia Morrison
51774,34150759,The Weirdest World,R.A. Lafferty
51783,8938406,"The Description of a New World, Called the Blazing World",Margaret Cavendish
51797,35511265,To The Highest Bidder,Florence Morse Kingsley
51804,1330593,A Plague of Pythons,Frederik Pohl
51842,2509091,Beyond Bedlam,Wyman Guin
51855,35649677,Slave Planet,Laurence M. Janifer
51888,28981941,The New Eschatology: Showing the Indestructibility of the Earth and the Wide Difference Between the Letter and Spirit of Holy Scripture,J.G. Broughton Pegg
51905,4448701,The Invasion of 1910: With A Full Account of the Siege of London,William Le Queux
51933,10634923,Tommy Smith's Animals,Edmund Selous
51940,32168484,A Garden of Peace: A Medley in Quietude,Frank Frankfort Moore
51942,7550787,The Three Godfathers,Peter B. Kyne
51956,3142678,The Strange Schemes of Randolph Mason,Melville Davisson Post
51992,31168051,Poems 1918-21 Including Three Portraits and Four Cantos,Ezra Pound
51996,30077629,"My Pretty Maid, or, Liane Lester",Mrs. Alex. McVeigh Miller
52024,25876412,Strange Survivals: Some Chapters in the History of Man,Sabine Baring-Gould
52047,30275337,A Little Maid in Toyland,Adah Louise Sutton
52139,17344468,Uther and Igraine,Warwick Deeping
52167,31682473,The Radio Man: An Earthman on Venus,Ralph Milne Farley
52225,10757634,The Temptation of St. Anthony,Gustave Flaubert
52247,13626520,A Man from the North,Arnold Bennett
52326,2258426,The Radio Planet,Ralph Milne Farley
52402,6831023,The Princess Pourquoi,Margaret Pollock Sherwood
52485,11522042,Commodore Paul Jones,Cyrus Townsend Brady
